,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
159,207224125010003,0871191301,3,79353.37,PNS,"[0.30769231 0.02564103 0.         0.         1.32354156 0.83262674
 0.5609     0.43492761]"
160,207630902010008,0763090201,8,58123.4,PNX,"[  0.375        0.           0.           0.           1.51290478
   0.4583734   -0.39226107 -10.68512154]"
161,206567807010023,0781690101,14,99876.4,PNX,"[ 0.1969697   0.          0.          0.          0.76933393  1.5000639
  1.46969427 -1.51925945]"
162,206943801010004,0694380101,4,63688.07,PNS,"[ 0.26315789  0.          0.          0.          0.6724126   1.11952837
  0.63101733 -0.64628088]"
163,207200904010004,0720090501,3,88813.38,PNS,"[0.27659574 0.         0.         0.         1.08492677 0.72492397
 0.14588098 7.27645445]"
164,201117901010003,0311190101,2,77668.12,PNS,"[0.25       0.02777778 0.         0.         1.34662345 0.81158919
 0.60315265 9.51781082]"
165,208626406010006,0862640601,6,50619.4,PNX,"[ 0.33333333  0.          0.          0.          1.446652   -0.65513658
 -1.18827355  5.03462076]"
166,208106003010012,0810600301,12,60868.57,PNX,"[ 0.08        0.04        0.          0.          0.79630968  2.42271904
  6.13445295 -3.00250554]"
167,203040501010007,0304050101,7,50107.96,PNS,"[0.16666667 0.         0.         0.         0.80167778 1.55905234
 1.51408791 1.54698741]"
168,202032402010006,0203240201,6,51815.37,PNX,"[ 0.36842105  0.          0.          0.          1.41752671  0.66238412
 -0.37136924 -4.98101997]"
169,207241502010008,0724150201,8,56011.77,PNX,"[ 0.3         0.          0.          0.          1.22457192  0.50642902
 -0.50197996 -6.00383854]"
170,201247125010073,0204040301,78,57700.89,PNU,"[ 0.2826087   0.          0.          0.          1.65651803  0.9678432
 -0.04038785  5.77153873]"
171,203011503010028,0764010101,24,73428.73,PNX,"[ 0.19444444  0.02777778  0.          0.          1.12674524  1.50329233
  1.84706941 -1.39371014]"
172,201080604010036,0555780401,30,86434.4,PNS,"[ 0.109375    0.03125     0.015625    0.          0.58297167  2.26452627
  4.84037145 10.75129128]"
173,202124803010308,0403200101,383,78383.16,PNU,"[ 0.35        0.          0.          0.          1.46244004  0.54714604
 -0.0883665  -4.98352051]"
174,201092707010049,0763120201,56,68949.05,PNX,"[ 0.11764706  0.03921569  0.01960784  0.          0.76368334  2.23860532
  5.21110355 -5.642241  ]"
175,201129721010027,0202670501,23,73608.69,PNX,"[ 0.16923077  0.01538462  0.01538462  0.          1.13969902  1.68442794
  4.10571692 -1.1700505 ]"
176,201080604010081,0604960301,52,99400.6,PNX,"[ 5.43478261e-02  3.26086957e-02  1.08695652e-02  1.08695652e-02
  6.21711534e-01  4.29814808e+00  2.31781944e+01 -7.86464596e+00]"
177,200147406010018,0401090101,15,61185.39,PNS,"[ 0.21428571  0.03571429  0.          0.          0.69105441  1.82010184
  3.25792452 -2.42806864]"
178,202124803015204,0403200101,41,78344.17,PNX,"[ 0.3         0.          0.          0.          1.54546168  0.85538409
 -0.12300714  3.8101759 ]"
179,207444904010049,0744490401,46,72103.2,PNX,"[  0.25         0.           0.           0.           1.62433518
   1.04974882  -0.66046485 -16.4053936 ]"
180,205100107010010,0600540601,12,97116.52,PNX,"[3.20987654e-01 1.23456790e-02 0.00000000e+00 0.00000000e+00
 1.28951381e+00 6.50161265e-01 9.92133243e-01 2.97743683e+01]"
181,201128703010021,0412990101,44,60707.78,PNS,"[ 0.36363636  0.          0.          0.          1.22364669 -0.63315379
 -0.67189695 -2.38195205]"
182,203048008010004,0305970101,10,79651.54,PNS,"[0.3220339  0.         0.         0.         1.08903051 0.61160535
 0.33842949 1.48093748]"
183,204065802010016,0763140101,68,62644.38,PNX,"[ 0.30769231  0.          0.          0.          1.52680039  0.78474347
 -0.30155192  2.20128226]"
184,201237001010005,0147511601,3,106056.6,PNX,"[ 0.26923077  0.01282051  0.          0.          1.2241005   0.36320204
  0.36289149 -1.10615754]"
185,201109102010046,0761620101,38,61620.95,PNX,"[ 0.4         0.          0.          0.          1.42930835 -0.20983185
 -1.04549291 -4.06601095]"
186,207709901010044,0770990101,48,76811.78,PNX,"[ 0.32352941  0.          0.          0.          1.15166134  0.45298084
 -0.08278191  0.15630105]"
